emp_no,salary,from_date,to_date
10304,117985,15-11-1998,15-11-1999
10304,121296,15-11-1999,14-11-2000
10304,121055,14-11-2000,14-11-2001
10304,120872,14-11-2001,08-05-2002
10305,52550,31-10-1988,31-10-1989
10305,55858,31-10-1989,31-10-1990
10305,59161,31-10-1990,31-10-1991
10305,60954,31-10-1991,02-06-1992
10306,44229,06-09-1993,06-09-1994
10306,48295,06-09-1994,06-09-1995
10306,48187,06-09-1995,05-09-1996
10306,50974,05-09-1996,05-09-1997
10306,53110,05-09-1997,05-09-1998
10306,57071,05-09-1998,05-09-1999
10306,57370,05-09-1999,04-09-2000
10306,57173,04-09-2000,04-09-2001
10306,58492,04-09-2001,01-01-9999
10307,40000,16-10-1999,15-10-2000
10307,40471,15-10-2000,15-10-2001
10307,43283,15-10-2001,01-01-9999
10308,59715,29-12-1992,29-12-1993
10308,63511,29-12-1993,29-12-1994
10308,67861,29-12-1994,29-12-1995
10308,69746,29-12-1995,28-12-1996
10308,71794,28-12-1996,28-12-1997
10308,73982,28-12-1997,28-12-1998
10308,77322,28-12-1998,28-12-1999
10308,79117,28-12-1999,27-12-2000
10308,83094,27-12-2000,27-12-2001
10308,85789,27-12-2001,01-01-9999
10309,53031,02-05-1997,02-05-1998
10309,53975,02-05-1998,02-05-1999
10309,56445,02-05-1999,01-05-2000
10309,56787,01-05-2000,01-05-2001
10309,60844,01-05-2001,01-05-2002
10309,63757,01-05-2002,01-01-9999
10310,42894,24-10-1990,24-10-1991
10310,42676,24-10-1991,23-10-1992
10310,43204,23-10-1992,23-10-1993
10310,44396,23-10-1993,23-10-1994
10310,47268,23-10-1994,23-10-1995
10310,49804,23-10-1995,22-10-1996
10310,49874,22-10-1996,22-10-1997
10310,51803,22-10-1997,22-10-1998
10310,53048,22-10-1998,22-10-1999
10310,53787,22-10-1999,21-10-2000
10310,56400,21-10-2000,26-07-2001
10311,40000,04-11-1998,04-11-1999
10311,41107,04-11-1999,03-11-2000
10311,43958,03-11-2000,03-11-2001
10311,48285,03-11-2001,01-01-9999
10312,56705,28-08-1986,28-08-1987
10312,57816,28-08-1987,27-08-1988
10312,62084,27-08-1988,27-08-1989
10312,66392,27-08-1989,27-08-1990
10312,67298,27-08-1990,27-08-1991
10312,71727,27-08-1991,26-08-1992
10312,73863,26-08-1992,26-08-1993
10312,76699,26-08-1993,26-08-1994
10312,80000,26-08-1994,26-08-1995
10312,82342,26-08-1995,25-08-1996
10312,86180,25-08-1996,25-08-1997
10312,88595,25-08-1997,25-08-1998
10312,88708,25-08-1998,25-08-1999
10312,88841,25-08-1999,24-08-2000
10312,89906,24-08-2000,24-08-2001
10312,91499,24-08-2001,01-01-9999
10313,60589,10-10-1994,10-10-1995
10313,60588,10-10-1995,09-10-1996
10313,64146,09-10-1996,09-10-1997
10313,66612,09-10-1997,09-10-1998
10313,70965,09-10-1998,09-10-1999
10313,74084,09-10-1999,08-10-2000
10313,75132,08-10-2000,08-10-2001
10313,77287,08-10-2001,01-01-9999
10314,51939,16-01-1986,16-01-1987
10314,53558,16-01-1987,16-01-1988
10314,54579,16-01-1988,15-01-1989
10314,56946,15-01-1989,15-01-1990
10314,60483,15-01-1990,15-01-1991
10314,61435,15-01-1991,15-01-1992
10314,65717,15-01-1992,14-01-1993
10314,67541,14-01-1993,14-01-1994
10314,67191,14-01-1994,14-01-1995
10314,68075,14-01-1995,14-01-1996
10314,68434,14-01-1996,13-01-1997
10314,72798,13-01-1997,13-01-1998
10314,76602,13-01-1998,13-01-1999
10314,80800,13-01-1999,13-01-2000
10314,83247,13-01-2000,12-01-2001
10314,87746,12-01-2001,12-01-2002
10314,87352,12-01-2002,01-01-9999
10315,60494,28-08-1987,27-08-1988
10315,61637,27-08-1988,27-08-1989
10315,65267,27-08-1989,27-08-1990
10315,66382,27-08-1990,27-08-1991
10315,68748,27-08-1991,26-08-1992
10315,72984,26-08-1992,26-08-1993
10315,77194,26-08-1993,26-08-1994
10315,77813,26-08-1994,26-08-1995
10315,77329,26-08-1995,25-08-1996
10315,78136,25-08-1996,25-08-1997
10315,82098,25-08-1997,25-08-1998
10315,83874,25-08-1998,25-08-1999
10315,84733,25-08-1999,24-08-2000
10315,87649,24-08-2000,24-08-2001
10315,87577,24-08-2001,01-01-9999
10316,40000,18-12-1990,02-01-1991
10317,51129,24-01-1999,24-01-2000
10317,53985,24-01-2000,23-01-2001
10317,54408,23-01-2001,23-01-2002
10317,56014,23-01-2002,01-01-9999
10318,73259,23-03-1987,22-03-1988
10318,72812,22-03-1988,22-03-1989
10318,73187,22-03-1989,22-03-1990
10318,73412,22-03-1990,22-03-1991
10318,77112,22-03-1991,21-03-1992
10318,80265,21-03-1992,21-03-1993
10318,84061,21-03-1993,21-03-1994
10318,86539,21-03-1994,21-03-1995
10318,86073,21-03-1995,20-03-1996
10318,90263,20-03-1996,20-03-1997
10318,92341,20-03-1997,20-03-1998
10318,92969,20-03-1998,20-03-1999
10318,97042,20-03-1999,19-03-2000
10318,97397,19-03-2000,19-03-2001
10318,98204,19-03-2001,19-03-2002
10318,99371,19-03-2002,01-01-9999
10319,84162,18-06-1994,18-06-1995
10319,85979,18-06-1995,17-06-1996
10319,89197,17-06-1996,17-06-1997
10319,92175,17-06-1997,17-06-1998
10319,94511,17-06-1998,17-06-1999
10319,97332,17-06-1999,16-06-2000
10319,101421,16-06-2000,16-06-2001
10319,103621,16-06-2001,16-06-2002
10319,106263,16-06-2002,01-01-9999
10320,58483,03-11-1988,03-11-1989
10320,61372,03-11-1989,03-11-1990
10320,65130,03-11-1990,03-11-1991
10320,69337,03-11-1991,02-11-1992
10320,71024,02-11-1992,02-11-1993
10320,71784,02-11-1993,02-11-1994
10320,75798,02-11-1994,02-11-1995
10320,76864,02-11-1995,01-11-1996
10320,79738,01-11-1996,01-11-1997
10320,83350,01-11-1997,01-11-1998
10320,87526,01-11-1998,01-11-1999
10320,89956,01-11-1999,31-10-2000
10320,92383,31-10-2000,31-10-2001
10320,92205,31-10-2001,23-12-2001
10321,86819,24-07-1995,23-07-1996
10321,88201,23-07-1996,23-07-1997
10321,92691,23-07-1997,23-07-1998
10321,94282,23-07-1998,23-07-1999
10321,98519,23-07-1999,14-08-1999
10322,41968,29-01-1990,29-01-1991
10322,46043,29-01-1991,29-01-1992
10322,46060,29-01-1992,28-01-1993
10322,50094,28-01-1993,28-01-1994
10322,51672,28-01-1994,28-01-1995
10322,55586,28-01-1995,28-01-1996
10322,57655,28-01-1996,27-01-1997
10322,60851,27-01-1997,27-01-1998
10322,63687,27-01-1998,27-01-1999
10322,66027,27-01-1999,27-01-2000
10322,70463,27-01-2000,26-01-2001
10322,70313,26-01-2001,26-01-2002
10322,72886,26-01-2002,01-01-9999
10323,40000,06-06-1991,05-06-1992
10323,44192,05-06-1992,05-06-1993
10323,48086,05-06-1993,05-06-1994
10323,51212,05-06-1994,05-06-1995
10323,53409,05-06-1995,04-06-1996
10323,55392,04-06-1996,04-06-1997
10323,58079,04-06-1997,04-06-1998
10323,62178,04-06-1998,04-06-1999
10323,62268,04-06-1999,03-06-2000
10323,63254,03-06-2000,03-06-2001
10323,67687,03-06-2001,03-06-2002
10323,72048,03-06-2002,01-01-9999
10324,67499,19-07-1999,18-07-2000
10324,71922,18-07-2000,18-07-2001
10324,73759,18-07-2001,18-07-2002
10324,76568,18-07-2002,01-01-9999
10325,44325,20-09-1990,20-09-1991
10325,47448,20-09-1991,19-09-1992
10325,50647,19-09-1992,19-09-1993
10325,54766,19-09-1993,19-09-1994
10325,54759,19-09-1994,19-09-1995
10325,54806,19-09-1995,18-09-1996
10325,58514,18-09-1996,18-09-1997
10325,59859,18-09-1997,18-09-1998
10325,60630,18-09-1998,18-09-1999
10325,63067,18-09-1999,17-09-2000
10325,63278,17-09-2000,17-09-2001
10325,63081,17-09-2001,01-01-9999
10326,40000,02-09-1998,02-09-1999
10326,43678,02-09-1999,01-09-2000
10326,48095,01-09-2000,01-09-2001
10326,52152,01-09-2001,01-01-9999
10327,54734,18-09-1987,17-09-1988
10327,55702,17-09-1988,17-09-1989
10327,57994,17-09-1989,17-09-1990
10327,60389,17-09-1990,17-09-1991
10327,60287,17-09-1991,16-09-1992
10327,59866,16-09-1992,22-05-1993
10328,46286,17-07-1998,17-07-1999
10328,49310,17-07-1999,16-07-2000
10328,49807,16-07-2000,16-07-2001
10328,49711,16-07-2001,16-07-2002
10328,51715,16-07-2002,01-01-9999
10329,51664,20-01-1986,20-01-1987
10329,52059,20-01-1987,20-01-1988
10329,53656,20-01-1988,19-01-1989
10329,53737,19-01-1989,19-01-1990
10329,55985,19-01-1990,19-01-1991
10329,57721,19-01-1991,19-01-1992
10329,62002,19-01-1992,18-01-1993
10329,65903,18-01-1993,18-01-1994
10329,66691,18-01-1994,18-01-1995
10329,67445,18-01-1995,18-01-1996
10329,70777,18-01-1996,17-01-1997
10329,74248,17-01-1997,17-01-1998
10329,78685,17-01-1998,17-01-1999
10329,81884,17-01-1999,17-01-2000
10329,83229,17-01-2000,16-01-2001
10329,85563,16-01-2001,16-01-2002
10329,89171,16-01-2002,01-01-9999
10330,86545,08-10-1993,08-10-1994
10330,89645,08-10-1994,08-10-1995
10330,91303,08-10-1995,07-10-1996
10330,93169,07-10-1996,07-10-1997
10330,94878,07-10-1997,07-10-1998
10330,94582,07-10-1998,07-10-1999
10330,97680,07-10-1999,06-10-2000
10330,97606,06-10-2000,06-10-2001
10330,97400,06-10-2001,01-01-9999
10331,55800,29-10-1986,29-10-1987
10331,59097,29-10-1987,28-10-1988
10331,59040,28-10-1988,28-10-1989
10331,60090,28-10-1989,28-10-1990
10331,63441,28-10-1990,28-10-1991
10331,65982,28-10-1991,27-10-1992
10331,67114,27-10-1992,27-10-1993
10331,69126,27-10-1993,27-10-1994
10331,70918,27-10-1994,27-10-1995
10331,72741,27-10-1995,26-10-1996
10331,73694,26-10-1996,26-10-1997
10331,73737,26-10-1997,26-10-1998
10331,73971,26-10-1998,26-10-1999
10331,78367,26-10-1999,25-10-2000
10331,82753,25-10-2000,25-10-2001
10331,86063,25-10-2001,01-01-9999
10332,52133,20-10-1988,20-10-1989
10332,54361,20-10-1989,20-10-1990
10332,55112,20-10-1990,20-10-1991
10332,58930,20-10-1991,19-10-1992
10332,58465,19-10-1992,19-10-1993
10332,59850,19-10-1993,19-10-1994
10332,61596,19-10-1994,19-10-1995
10332,61652,19-10-1995,18-10-1996
10332,65451,18-10-1996,07-03-1997
10333,45141,16-01-1993,16-01-1994
10333,49364,16-01-1994,16-01-1995
10333,51890,16-01-1995,16-01-1996
10333,56347,16-01-1996,15-01-1997
10333,56973,15-01-1997,15-01-1998
10333,58162,15-01-1998,15-01-1999
10333,59301,15-01-1999,15-01-2000
10333,59794,15-01-2000,14-01-2001
10333,63216,14-01-2001,14-01-2002
10333,65713,14-01-2002,01-01-9999
10334,40000,15-02-1998,15-02-1999
10334,40060,15-02-1999,15-02-2000
10334,42357,15-02-2000,14-02-2001
10334,43601,14-02-2001,14-02-2002
10334,43932,14-02-2002,01-01-9999
10335,52633,06-04-1992,06-04-1993
10335,52199,06-04-1993,06-04-1994
10335,51715,06-04-1994,06-04-1995
10335,55330,06-04-1995,04-04-1996
10335,59343,04-04-1996,04-04-1997
10335,63323,04-04-1997,04-04-1998
10335,65685,04-04-1998,05-04-1999
10335,69532,05-04-1999,04-04-2000
10335,69433,04-04-2000,04-04-2001
10335,69784,04-04-2001,03-04-2002
10335,72639,03-04-2002,01-01-9999
10336,63248,27-09-1996,27-09-1997
10336,63139,27-09-1997,27-09-1998
10336,66337,27-09-1998,27-09-1999
10336,70404,27-09-1999,26-09-2000
10336,73474,26-09-2000,26-09-2001
10336,77738,26-09-2001,01-01-9999
10337,56061,25-04-1998,25-04-1999
10337,60352,25-04-1999,24-04-2000
10337,62554,24-04-2000,24-04-2001
10337,66255,24-04-2001,24-04-2002
10337,67239,24-04-2002,01-01-9999
10338,40000,29-12-1999,28-12-2000
10338,42992,28-12-2000,28-12-2001
10338,46164,28-12-2001,01-01-9999
10339,40000,30-11-1989,30-11-1990
10339,41319,30-11-1990,30-11-1991
10339,44129,30-11-1991,29-11-1992
10339,43916,29-11-1992,29-11-1993
10339,44307,29-11-1993,29-11-1994
10339,44847,29-11-1994,29-11-1995
10339,46103,29-11-1995,28-11-1996
10339,50369,28-11-1996,28-11-1997
10339,53562,28-11-1997,28-11-1998
10339,56254,28-11-1998,28-11-1999
10339,56266,28-11-1999,27-11-2000
10339,58254,27-11-2000,27-11-2001
10339,58472,27-11-2001,01-01-9999
10340,68132,30-03-1988,30-03-1989
10340,68871,30-03-1989,30-03-1990
10340,73282,30-03-1990,30-03-1991
10340,75632,30-03-1991,29-03-1992
10340,79506,29-03-1992,29-03-1993
10340,80368,29-03-1993,29-03-1994
10340,80952,29-03-1994,29-03-1995
10340,82422,29-03-1995,28-03-1996
10340,86594,28-03-1996,28-03-1997
10340,86206,28-03-1997,28-03-1998
10340,88899,28-03-1998,28-03-1999
10340,89626,28-03-1999,27-03-2000
10340,91138,27-03-2000,27-03-2001
10340,92670,27-03-2001,27-03-2002
10340,93168,27-03-2002,01-01-9999
10341,40000,29-04-1987,28-04-1988
10341,43312,28-04-1988,28-04-1989
10341,43804,28-04-1989,28-04-1990
10341,44687,28-04-1990,28-04-1991
10341,46784,28-04-1991,27-04-1992
10341,49913,27-04-1992,27-04-1993
10341,50763,27-04-1993,27-04-1994
10341,53261,27-04-1994,27-04-1995
10341,56527,27-04-1995,26-04-1996
10341,58921,26-04-1996,26-04-1997
10341,60962,26-04-1997,26-04-1998
10341,61751,26-04-1998,11-11-1998
10342,40000,25-07-1987,24-07-1988
10342,40326,24-07-1988,24-07-1989
10342,41897,24-07-1989,24-07-1990
10342,41615,24-07-1990,24-07-1991
10342,44260,24-07-1991,23-07-1992
10342,47065,23-07-1992,23-07-1993
10342,49680,23-07-1993,23-07-1994
10342,50338,23-07-1994,23-07-1995
10342,54599,23-07-1995,22-07-1996
10342,55067,22-07-1996,22-07-1997
10342,59162,22-07-1997,22-07-1998
10342,61374,22-07-1998,22-07-1999
10342,65362,22-07-1999,21-07-2000
10342,66854,21-07-2000,21-07-2001
10342,71265,21-07-2001,21-07-2002
10342,74705,21-07-2002,01-01-9999
10343,40000,03-10-1997,03-10-1998
10343,42892,03-10-1998,03-10-1999
10343,42527,03-10-1999,02-10-2000
10343,44758,02-10-2000,02-10-2001
10343,47242,02-10-2001,01-01-9999
10344,53087,19-04-1999,18-04-2000
10344,55154,18-04-2000,18-04-2001
10344,58421,18-04-2001,18-04-2002
10344,59655,18-04-2002,01-01-9999
10345,66930,08-11-1993,08-11-1994
10345,70523,08-11-1994,08-11-1995
10345,71188,08-11-1995,07-11-1996
10345,74252,07-11-1996,07-11-1997
10345,78712,07-11-1997,07-11-1998
10345,81122,07-11-1998,07-11-1999
10345,82413,07-11-1999,06-11-2000
10345,85326,06-11-2000,06-11-2001
10345,87195,06-11-2001,01-01-9999
10346,78088,17-01-1992,16-01-1993
10346,77913,16-01-1993,16-01-1994
10346,77525,16-01-1994,16-01-1995
10346,77938,16-01-1995,16-01-1996
10346,81121,16-01-1996,20-04-1996
10347,42199,20-02-1998,20-02-1999
10347,44922,20-02-1999,20-02-2000
10347,47968,20-02-2000,19-02-2001
10347,51825,19-02-2001,19-02-2002
10347,53581,19-02-2002,01-01-9999
10348,40000,22-10-1995,21-10-1996
10348,44408,21-10-1996,21-10-1997
10348,48313,21-10-1997,21-10-1998
10348,50544,21-10-1998,21-10-1999
10348,54520,21-10-1999,20-10-2000
10348,57900,20-10-2000,20-10-2001
10348,58587,20-10-2001,01-01-9999
10349,47518,28-09-1991,27-09-1992
10349,50639,27-09-1992,27-09-1993
10349,53322,27-09-1993,27-09-1994
10349,54689,27-09-1994,27-09-1995
10349,56748,27-09-1995,26-09-1996
10349,57592,26-09-1996,26-09-1997
10349,59746,26-09-1997,26-09-1998
10349,59982,26-09-1998,26-09-1999
10349,61668,26-09-1999,25-09-2000
10349,64949,25-09-2000,25-09-2001
10349,66474,25-09-2001,01-01-9999
10350,41213,11-05-1991,10-05-1992
10350,43676,10-05-1992,10-05-1993
10350,46877,10-05-1993,10-05-1994
10350,48043,10-05-1994,10-05-1995
10350,50931,10-05-1995,09-05-1996
10350,52254,09-05-1996,09-05-1997
10350,55835,09-05-1997,16-01-1998
10351,40000,01-05-1995,30-04-1996
10351,42538,30-04-1996,30-04-1997
10351,42434,30-04-1997,30-04-1998
10351,42333,30-04-1998,30-04-1999
10351,41965,30-04-1999,29-04-2000
10351,45097,29-04-2000,29-04-2001
10351,47540,29-04-2001,29-04-2002
10351,49802,29-04-2002,01-01-9999
10352,40000,16-12-1998,16-12-1999
10352,41519,16-12-1999,15-12-2000
10352,41803,15-12-2000,15-12-2001
10352,44683,15-12-2001,01-01-9999
10353,62656,24-08-1989,24-08-1990
10353,63562,24-08-1990,24-08-1991
10353,67688,24-08-1991,23-08-1992
10353,71474,23-08-1992,23-08-1993
10353,75721,23-08-1993,23-08-1994
10353,77367,23-08-1994,23-08-1995
10353,78845,23-08-1995,22-08-1996
10353,80601,22-08-1996,22-08-1997
10353,81825,22-08-1997,22-08-1998
10353,82493,22-08-1998,22-08-1999
10353,84163,22-08-1999,21-08-2000
10353,87391,21-08-2000,21-08-2001
10353,87254,21-08-2001,01-01-9999
10354,60762,03-03-1999,02-03-2000
10354,64174,02-03-2000,02-03-2001
10354,63691,02-03-2001,01-01-2002
10355,70434,26-01-1996,25-01-1997
10355,72088,25-01-1997,25-01-1998
10355,74727,25-01-1998,25-01-1999
10355,75953,25-01-1999,25-01-2000
10355,77566,25-01-2000,24-01-2001
10355,77494,24-01-2001,24-01-2002
10355,78589,24-01-2002,01-01-9999
10356,45376,26-06-1995,25-06-1996
10356,44901,25-06-1996,25-06-1997
10356,48529,25-06-1997,25-06-1998
10356,51367,25-06-1998,25-06-1999
10356,55468,25-06-1999,24-06-2000
10356,55788,24-06-2000,24-06-2001
10356,58209,24-06-2001,24-06-2002
10356,60344,24-06-2002,01-01-9999
10357,40000,04-04-1994,04-04-1995
10357,40782,04-04-1995,02-04-1996
10357,43292,02-04-1996,02-04-1997
10357,44301,02-04-1997,02-04-1998
10357,46746,02-04-1998,02-04-1999
10357,50059,02-04-1999,01-04-2000
10357,50380,01-04-2000,02-04-2001
10357,52880,02-04-2001,01-04-2002
10357,56260,01-04-2002,01-01-9999
10358,63243,19-02-1991,19-02-1992
10358,64253,19-02-1992,18-02-1993
10358,67888,18-02-1993,18-02-1994
10358,67751,18-02-1994,18-02-1995
10358,71829,18-02-1995,18-02-1996
10358,75523,18-02-1996,17-02-1997
10358,79206,17-02-1997,17-02-1998
10358,81004,17-02-1998,17-02-1999
10358,82298,17-02-1999,17-02-2000
10358,86096,17-02-2000,16-02-2001
10358,89913,16-02-2001,16-02-2002
10358,90950,16-02-2002,01-01-9999
10359,40000,20-07-1998,20-07-1999
10359,40891,20-07-1999,19-07-2000
10359,44457,19-07-2000,19-07-2001
10359,47061,19-07-2001,19-07-2002
10359,47188,19-07-2002,01-01-9999
10360,40000,04-09-1996,04-09-1997
10360,40252,04-09-1997,04-09-1998
10360,40759,04-09-1998,04-09-1999
10360,41267,04-09-1999,03-09-2000
10360,42360,03-09-2000,03-09-2001
10360,43073,03-09-2001,01-01-9999
10361,64213,23-10-1986,23-10-1987
10361,65633,23-10-1987,22-10-1988
10361,67435,22-10-1988,22-10-1989
10361,71878,22-10-1989,22-10-1990
10361,71435,22-10-1990,22-10-1991
10361,73934,22-10-1991,21-10-1992
10361,74096,21-10-1992,21-10-1993
10361,73733,21-10-1993,21-10-1994
10361,74279,21-10-1994,21-10-1995
10361,74688,21-10-1995,20-10-1996
10361,74292,20-10-1996,20-10-1997
10361,77785,20-10-1997,20-10-1998
10361,77958,20-10-1998,20-10-1999
10361,79768,20-10-1999,19-10-2000
10361,81811,19-10-2000,19-10-2001
10361,81801,19-10-2001,01-01-9999
10362,40000,02-11-1990,02-11-1991
10362,44091,02-11-1991,01-11-1992
10362,45546,01-11-1992,01-11-1993
10362,49296,01-11-1993,01-11-1994
10362,48889,01-11-1994,01-11-1995
10362,53121,01-11-1995,31-10-1996
10362,54987,31-10-1996,16-07-1997
10363,40401,11-09-1985,11-09-1986
10363,40853,11-09-1986,11-09-1987
10363,44391,11-09-1987,10-09-1988
10363,46505,10-09-1988,10-09-1989
10363,47139,10-09-1989,10-09-1990
10363,46746,10-09-1990,10-09-1991
10363,50195,10-09-1991,09-09-1992
10363,53008,09-09-1992,12-02-1993
10364,51401,14-11-1985,14-11-1986
10364,55893,14-11-1986,14-11-1987
10364,59552,14-11-1987,13-11-1988
10364,63888,13-11-1988,13-11-1989
10364,65698,13-11-1989,13-11-1990
10364,68407,13-11-1990,13-11-1991
10364,68118,13-11-1991,12-11-1992
10364,72361,12-11-1992,12-11-1993
10364,76081,12-11-1993,12-11-1994
10364,76850,12-11-1994,12-11-1995
10364,80943,12-11-1995,11-11-1996
10364,82740,11-11-1996,11-11-1997
10364,85239,11-11-1997,11-11-1998
10364,89220,11-11-1998,11-11-1999
10364,89026,11-11-1999,10-11-2000
10364,92482,10-11-2000,10-11-2001
10364,94739,10-11-2001,01-01-9999
10365,45523,22-10-1987,21-10-1988
10365,49984,21-10-1988,21-10-1989
10365,50581,21-10-1989,21-10-1990
10365,51141,21-10-1990,21-10-1991
10365,52430,21-10-1991,04-04-1992
10366,47229,15-08-1997,15-08-1998
10366,51049,15-08-1998,15-08-1999
10366,53873,15-08-1999,14-08-2000
10366,55981,14-08-2000,14-08-2001
10366,60214,14-08-2001,01-01-9999
10367,63565,24-06-1991,23-06-1992
10367,66648,23-06-1992,23-06-1993
10367,66440,23-06-1993,23-06-1994
10367,69291,23-06-1994,23-06-1995
10367,72841,23-06-1995,22-06-1996
10367,73399,22-06-1996,22-06-1997
10367,76865,22-06-1997,22-06-1998
10367,79256,22-06-1998,22-06-1999
10367,80944,22-06-1999,21-06-2000
10367,83773,21-06-2000,21-06-2001
10367,83628,21-06-2001,21-06-2002
10367,83569,21-06-2002,01-01-9999
10368,42463,16-05-1996,16-05-1997
10368,46785,16-05-1997,16-05-1998
10368,50393,16-05-1998,16-05-1999
10368,52703,16-05-1999,15-05-2000
10368,53597,15-05-2000,15-05-2001
10368,56679,15-05-2001,15-05-2002
10368,56600,15-05-2002,01-01-9999
10369,47236,05-09-1994,05-09-1995
10369,48495,05-09-1995,04-09-1996
10369,49000,04-09-1996,04-09-1997
10369,52025,04-09-1997,04-09-1998
10369,52002,04-09-1998,04-09-1999
10369,51631,04-09-1999,03-09-2000
10369,53520,03-09-2000,03-09-2001
10369,54438,03-09-2001,01-01-9999
10370,40010,18-04-1992,18-04-1993
10370,42139,18-04-1993,18-04-1994
10370,42419,18-04-1994,18-04-1995
10370,42411,18-04-1995,17-04-1996
10370,42482,17-04-1996,17-04-1997
10370,42021,17-04-1997,17-04-1998
10370,42373,17-04-1998,17-04-1999
10370,42732,17-04-1999,16-04-2000
10370,43799,16-04-2000,16-04-2001
10370,44273,16-04-2001,16-04-2002
10370,46583,16-04-2002,01-01-9999
10371,61475,28-11-1989,28-11-1990
10371,62801,28-11-1990,28-11-1991
10371,63056,28-11-1991,27-11-1992
