emp_no,dept_no,from_date,to_date
10903,d009,14-02-1989,01-01-9999
15193,d005,14-02-1989,01-01-9999
12929,d005,15-02-1989,01-01-9999
15765,d005,15-02-1989,01-01-9999
14223,d004,16-02-1989,01-01-9999
13057,d003,17-02-1989,01-01-9999
14271,d009,17-02-1989,01-01-9999
14641,d004,18-02-1989,03-10-1995
16216,d005,18-02-1989,01-01-9999
16146,d005,19-02-1989,11-05-1998
19273,d006,19-02-1989,01-01-9999
15457,d008,20-02-1989,26-12-1989
15486,d005,20-02-1989,01-01-9999
16278,d004,20-02-1989,01-01-9999
20482,d007,20-02-1989,01-01-9999
13185,d002,21-02-1989,01-01-9999
17197,d007,21-02-1989,01-01-9999
11289,d005,22-02-1989,01-01-9999
14070,d008,22-02-1989,01-01-9999
17918,d004,22-02-1989,01-01-9999
14628,d007,23-02-1989,01-01-9999
17404,d006,23-02-1989,01-01-9999
21406,d005,23-02-1989,17-01-1991
14695,d009,25-02-1989,23-09-1996
18457,d004,25-02-1989,01-01-9999
17265,d009,26-02-1989,01-01-9999
11343,d005,27-02-1989,01-01-9999
14867,d005,27-02-1989,01-01-9999
10799,d005,01-03-1989,01-01-9999
13720,d007,01-03-1989,01-01-9999
13838,d009,01-03-1989,01-01-9999
15319,d005,01-03-1989,01-01-9999
17672,d009,01-03-1989,01-01-9999
13458,d004,02-03-1989,02-02-2002
19489,d007,02-03-1989,01-01-9999
13440,d004,03-03-1989,01-01-9999
16822,d009,03-03-1989,01-01-9999
13211,d004,04-03-1989,01-01-9999
15858,d003,04-03-1989,01-01-9999
18936,d009,04-03-1989,01-01-9999
21289,d003,04-03-1989,01-01-9999
10973,d005,05-03-1989,01-01-9999
13337,d004,05-03-1989,01-01-9999
15857,d007,05-03-1989,01-01-9999
18230,d004,06-03-1989,30-09-1992
19832,d005,07-03-1989,01-01-9999
20936,d005,07-03-1989,01-01-9999
11499,d008,08-03-1989,01-01-9999
15444,d004,08-03-1989,01-01-9999
18113,d005,08-03-1989,01-01-9999
15027,d004,09-03-1989,11-09-1998
15154,d004,09-03-1989,01-01-9999
20063,d008,09-03-1989,02-04-1994
16412,d004,10-03-1989,01-01-9999
17393,d004,10-03-1989,01-01-9999
18985,d001,10-03-1989,01-01-9999
12214,d001,12-03-1989,01-01-9999
11406,d008,13-03-1989,01-01-9999
14190,d004,13-03-1989,01-01-9999
16303,d002,13-03-1989,01-01-9999
20839,d005,13-03-1989,01-01-9999
20885,d004,14-03-1989,01-01-9999
11103,d005,15-03-1989,01-01-9999
15260,d005,15-03-1989,31-08-1995
20786,d006,15-03-1989,28-03-1992
13628,d005,16-03-1989,01-01-9999
14545,d003,16-03-1989,18-08-2001
18234,d004,16-03-1989,01-01-9999
20503,d006,16-03-1989,01-01-9999
10887,d005,17-03-1989,01-01-9999
14537,d006,17-03-1989,01-01-9999
17362,d009,17-03-1989,09-07-2000
14303,d004,18-03-1989,01-01-9999
14312,d005,18-03-1989,01-01-9999
11657,d004,19-03-1989,01-01-9999
16169,d004,19-03-1989,01-01-9999
20480,d005,19-03-1989,01-01-9999
12824,d004,20-03-1989,01-01-9999
12091,d006,21-03-1989,01-01-9999
18537,d003,21-03-1989,01-01-9999
20086,d004,21-03-1989,01-01-9999
14279,d004,22-03-1989,23-09-1997
19577,d003,22-03-1989,01-01-9999
19654,d005,22-03-1989,01-01-9999
15453,d004,23-03-1989,01-01-9999
15846,d004,23-03-1989,01-01-9999
10416,d002,24-03-1989,01-01-9999
13964,d004,25-03-1989,09-10-2001
19278,d005,25-03-1989,01-01-9999
13042,d004,27-03-1989,01-01-9999
17660,d007,27-03-1989,16-07-1993
18973,d005,27-03-1989,01-01-9999
16790,d004,28-03-1989,01-01-9999
19884,d005,28-03-1989,01-01-9999
16437,d007,30-03-1989,31-05-1993
10047,d004,31-03-1989,01-01-9999
11694,d003,31-03-1989,01-01-9999
21242,d004,31-03-1989,01-01-9999
12050,d004,01-04-1989,01-01-9999
13693,d005,01-04-1989,09-08-1994
15492,d002,02-04-1989,01-01-9999
14026,d005,03-04-1989,01-01-9999
14102,d004,03-04-1989,21-02-1991
11691,d004,04-04-1989,01-01-9999
14008,d006,05-04-1989,01-01-9999
10203,d008,06-04-1989,01-01-9999
12526,d002,06-04-1989,10-08-2001
20161,d002,06-04-1989,01-01-9999
10063,d004,08-04-1989,01-01-9999
13827,d009,08-04-1989,01-01-9999
14516,d007,08-04-1989,01-01-9999
15937,d002,09-04-1989,01-01-9999
19881,d004,09-04-1989,01-01-9999
18680,d008,10-04-1989,01-01-9999
19560,d005,10-04-1989,01-01-9999
11929,d005,12-04-1989,01-01-9999
17825,d006,12-04-1989,18-06-1996
20008,d005,12-04-1989,01-01-9999
11973,d009,13-04-1989,01-01-9999
12349,d007,14-04-1989,01-01-9999
10454,d007,16-04-1989,01-01-9999
13282,d002,16-04-1989,01-01-9999
19533,d007,16-04-1989,01-01-9999
20623,d005,16-04-1989,01-01-9999
21064,d009,16-04-1989,01-01-9999
13789,d004,17-04-1989,01-01-9999
14573,d005,17-04-1989,30-03-2001
16927,d001,18-04-1989,01-01-9999
18899,d004,19-04-1989,01-01-9999
21333,d005,19-04-1989,01-01-9999
11692,d004,20-04-1989,01-01-9999
18249,d002,20-04-1989,01-01-9999
19622,d002,20-04-1989,06-10-1995
21148,d005,20-04-1989,01-01-9999
21619,d003,21-04-1989,08-11-1995
20110,d005,22-04-1989,01-01-9999
10602,d001,23-04-1989,06-11-1993
17889,d002,23-04-1989,22-02-1995
11587,d005,24-04-1989,01-01-9999
13849,d005,24-04-1989,01-01-9999
15192,d005,24-04-1989,01-01-9999
17998,d007,24-04-1989,16-09-1991
18617,d003,24-04-1989,01-01-9999
11275,d005,25-04-1989,01-01-9999
16719,d003,25-04-1989,01-01-9999
11695,d004,26-04-1989,17-07-1989
17338,d005,26-04-1989,01-01-9999
19784,d001,26-04-1989,01-01-9999
12094,d009,27-04-1989,01-01-9999
14860,d006,27-04-1989,01-01-9999
15659,d007,27-04-1989,01-01-9999
21787,d001,27-04-1989,01-01-9999
16202,d004,28-04-1989,07-09-1995
16704,d001,28-04-1989,01-01-9999
20893,d004,28-04-1989,13-10-1996
20453,d001,29-04-1989,01-01-9999
17056,d006,30-04-1989,09-09-1999
17566,d005,30-04-1989,22-09-1994
11150,d007,01-05-1989,01-01-9999
13516,d008,01-05-1989,01-01-9999
15587,d004,01-05-1989,09-02-1999
18555,d001,01-05-1989,01-01-9999
21576,d005,01-05-1989,01-01-9999
11199,d005,02-05-1989,01-01-1996
13734,d008,02-05-1989,01-01-9999
14846,d004,02-05-1989,27-05-1997
10121,d005,03-05-1989,01-01-9999
14024,d004,03-05-1989,01-01-9999
13597,d006,05-05-1989,01-01-9999
14171,d005,06-05-1989,01-01-9999
14568,d005,07-05-1989,01-01-9999
19464,d007,07-05-1989,24-07-1991
17281,d004,08-05-1989,01-01-9999
11226,d007,09-05-1989,01-01-9999
11716,d005,09-05-1989,01-01-9999
14284,d005,09-05-1989,01-01-9999
21783,d009,09-05-1989,01-01-9999
15555,d004,10-05-1989,01-01-9999
19544,d005,10-05-1989,01-01-9999
10521,d007,11-05-1989,01-01-9999
11905,d003,12-05-1989,01-01-9999
20992,d005,12-05-1989,01-01-9999
18516,d001,14-05-1989,09-08-1989
10622,d004,15-05-1989,01-01-9999
19241,d005,15-05-1989,01-01-9999
13468,d009,16-05-1989,01-01-9999
10390,d006,17-05-1989,01-01-9999
12007,d005,17-05-1989,01-01-9999
13897,d005,18-05-1989,01-01-9999
17737,d004,18-05-1989,01-01-9999
20402,d004,18-05-1989,01-01-9999
13145,d005,19-05-1989,01-01-9999
13162,d007,19-05-1989,01-01-9999
13786,d007,19-05-1989,01-01-9999
10666,d002,20-05-1989,01-01-9999
15513,d002,20-05-1989,01-01-9999
20308,d006,20-05-1989,01-01-9999
10072,d005,21-05-1989,01-01-9999
15533,d007,21-05-1989,01-01-9999
21395,d001,21-05-1989,01-01-9999
21481,d007,21-05-1989,01-01-9999
11301,d003,23-05-1989,01-01-9999
11856,d004,23-05-1989,01-01-9999
16108,d003,23-05-1989,01-01-9999
18035,d004,23-05-1989,01-01-9999
18889,d008,23-05-1989,01-01-9999
19093,d005,23-05-1989,28-02-1998
20442,d004,23-05-1989,01-05-1990
14248,d006,24-05-1989,26-04-1999
18531,d007,24-05-1989,26-02-1991
18666,d008,24-05-1989,02-11-1989
21474,d004,24-05-1989,05-07-2001
14309,d006,25-05-1989,16-05-1993
14053,d008,26-05-1989,13-05-1996
21116,d002,26-05-1989,23-03-1994
21175,d007,26-05-1989,04-10-1991
15681,d007,27-05-1989,01-01-9999
10060,d007,28-05-1989,11-11-1992
18597,d007,30-05-1989,01-01-9999
20740,d006,30-05-1989,01-01-9999
15314,d004,31-05-1989,01-01-9999
19139,d005,31-05-1989,01-01-9999
20200,d002,31-05-1989,01-01-9999
14032,d004,02-06-1989,15-10-1992
21731,d007,02-06-1989,01-01-9999
12630,d009,03-06-1989,01-01-9999
15631,d005,03-06-1989,21-01-2000
16101,d009,03-06-1989,01-01-9999
16830,d006,03-06-1989,30-11-1993
18156,d005,04-06-1989,01-01-9999
21320,d007,04-06-1989,03-03-1999
10292,d007,05-06-1989,01-01-9999
11172,d007,06-06-1989,20-06-2000
12502,d004,06-06-1989,01-01-9999
19892,d007,06-06-1989,02-05-2002
21625,d004,06-06-1989,01-01-9999
14218,d003,08-06-1989,01-01-9999
14253,d003,08-06-1989,01-01-9999
14884,d005,08-06-1989,01-01-9999
15843,d009,08-06-1989,01-01-9999
18951,d002,09-06-1989,27-04-1995
10861,d005,10-06-1989,12-04-1992
11673,d004,10-06-1989,01-01-9999
15931,d005,10-06-1989,01-01-9999
17090,d004,10-06-1989,01-01-9999
12266,d005,11-06-1989,22-01-1992
16122,d005,12-06-1989,07-03-2002
17926,d005,12-06-1989,20-05-1995
19425,d005,12-06-1989,01-01-9999
11294,d005,13-06-1989,01-01-9999
14782,d004,13-06-1989,01-01-9999
17820,d005,14-06-1989,07-06-2000
21146,d008,14-06-1989,01-01-9999
12565,d007,16-06-1989,01-01-9999
15933,d009,16-06-1989,01-01-9999
16796,d008,16-06-1989,28-06-1993
17064,d007,16-06-1989,01-01-9999
17215,d004,17-06-1989,01-01-9999
17307,d005,17-06-1989,01-01-9999
21774,d005,17-06-1989,17-10-1990
13430,d003,18-06-1989,17-04-1990
17657,d004,18-06-1989,01-01-9999
13144,d002,19-06-1989,01-01-9999
15455,d008,19-06-1989,01-01-9999
16771,d009,19-06-1989,01-01-9999
20642,d002,19-06-1989,01-01-9999
21331,d005,19-06-1989,01-01-9999
17455,d005,20-06-1989,01-01-9999
20150,d005,20-06-1989,01-01-9999
21767,d009,20-06-1989,01-01-9999
12428,d004,21-06-1989,01-01-9999
15068,d005,22-06-1989,01-01-9999
21249,d007,22-06-1989,12-11-1994
10393,d004,23-06-1989,01-01-9999
16173,d007,23-06-1989,20-07-1998
16763,d007,23-06-1989,01-01-9999
19635,d009,23-06-1989,01-01-9999
20834,d005,23-06-1989,01-01-9999
12381,d008,24-06-1989,01-01-9999
15677,d004,24-06-1989,01-01-9999
14895,d003,25-06-1989,01-01-9999
19703,d007,26-06-1989,01-01-9999
20143,d007,26-06-1989,29-09-1991
15076,d008,28-06-1989,11-06-2000
20562,d005,28-06-1989,09-07-2002
10098,d009,29-06-1989,11-12-1992
11068,d008,29-06-1989,01-01-9999
17127,d004,30-06-1989,01-01-9999
18917,d005,30-06-1989,01-01-9999
11466,d004,02-07-1989,01-01-9999
14153,d005,02-07-1989,03-11-1991
18911,d006,03-07-1989,01-01-9999
15023,d007,05-07-1989,01-01-9999
15202,d005,05-07-1989,28-04-1990
18602,d007,05-07-1989,01-01-9999
20205,d002,05-07-1989,01-01-9999
10951,d002,06-07-1989,01-01-9999
19339,d008,06-07-1989,01-01-9999
12539,d004,07-07-1989,01-01-9999
17286,d005,07-07-1989,01-01-9999
13643,d005,08-07-1989,01-01-9999
16209,d004,08-07-1989,01-01-9999
20066,d005,09-07-1989,16-02-1993
16686,d008,10-07-1989,01-01-9999
17649,d002,12-07-1989,01-01-9999
20787,d007,12-07-1989,01-01-9999
16081,d005,13-07-1989,01-01-9999
19756,d005,13-07-1989,01-01-9999
12124,d008,14-07-1989,01-01-9999
18046,d002,14-07-1989,01-01-9999
21039,d005,14-07-1989,01-01-9999
11624,d004,15-07-1989,01-01-9999
14500,d004,15-07-1989,01-01-9999
17132,d003,15-07-1989,01-01-9999
17669,d008,15-07-1989,25-12-1992
20210,d004,15-07-1989,01-01-9999
21173,d006,15-07-1989,01-01-9999
12405,d005,16-07-1989,01-01-9999
13110,d005,16-07-1989,01-01-9999
16358,d005,16-07-1989,01-01-9999
20736,d005,16-07-1989,01-01-9999
21761,d007,16-07-1989,31-12-1989
11695,d009,17-07-1989,21-04-1990
13933,d006,17-07-1989,01-01-9999
20914,d005,17-07-1989,01-01-9999
13586,d005,18-07-1989,20-03-1995
14586,d004,18-07-1989,01-01-9999
15405,d005,19-07-1989,01-01-9999
12692,d005,20-07-1989,01-01-9999
14426,d004,20-07-1989,13-10-1996
14165,d003,21-07-1989,01-01-9999
14898,d007,21-07-1989,01-01-9999
16836,d007,21-07-1989,01-01-9999
20778,d004,21-07-1989,01-01-9999
21516,d005,21-07-1989,09-06-1991
17264,d005,22-07-1989,01-01-9999
21186,d005,22-07-1989,01-01-9999
11703,d009,23-07-1989,01-01-9999
11974,d002,23-07-1989,01-01-9999
17983,d004,23-07-1989,01-01-9999
18732,d005,23-07-1989,04-09-1990
14836,d007,24-07-1989,20-05-1995
19088,d004,24-07-1989,26-05-1990
13778,d008,25-07-1989,06-04-1997
11005,d005,27-07-1989,01-01-9999
20872,d005,27-07-1989,01-01-9999
11836,d008,28-07-1989,01-01-9999
11672,d007,29-07-1989,01-01-9999
12290,d007,31-07-1989,01-01-9999
17033,d005,31-07-1989,13-03-1993
17803,d001,31-07-1989,01-01-9999
19193,d003,31-07-1989,01-01-9999
20014,d006,31-07-1989,01-01-9999
10443,d005,01-08-1989,06-07-2002
19679,d005,01-08-1989,18-05-1999
11006,d002,02-08-1989,22-09-1990
15025,d009,02-08-1989,01-01-9999
16610,d008,02-08-1989,01-01-9999
20726,d007,02-08-1989,30-11-1998
11403,d002,03-08-1989,01-12-1993
12240,d004,03-08-1989,29-03-1993
13681,d005,03-08-1989,29-05-1998
14662,d001,03-08-1989,04-08-1996
15732,d004,03-08-1989,01-01-9999
16336,d005,03-08-1989,25-06-1992
16889,d007,03-08-1989,01-01-9999
16950,d004,03-08-1989,09-10-1989
21108,d009,03-08-1989,01-01-9999
17344,d005,04-08-1989,01-01-9999
17476,d005,04-08-1989,01-01-9999
17647,d007,04-08-1989,01-01-9999
19658,d005,04-08-1989,18-07-1990
13348,d001,06-08-1989,01-01-9999
16057,d004,06-08-1989,01-01-9999
18024,d001,06-08-1989,05-07-1991
10424,d005,07-08-1989,01-01-9999
11280,d009,07-08-1989,14-04-1998
21757,d001,07-08-1989,01-01-9999
14563,d009,08-08-1989,01-01-9999
15491,d004,08-08-1989,20-07-1999
15816,d005,08-08-1989,27-08-1996
20381,d006,08-08-1989,01-01-9999
12772,d003,09-08-1989,01-01-9999
12794,d005,09-08-1989,29-11-1989
12193,d003,10-08-1989,01-01-9999
14089,d005,10-08-1989,01-01-9999
19254,d003,10-08-1989,01-01-9999
10237,d007,11-08-1989,21-02-2000
13482,d006,11-08-1989,05-07-1992
12558,d006,12-08-1989,01-01-9999
21075,d005,12-08-1989,01-01-9999
11359,d007,14-08-1989,01-01-9999
17114,d008,14-08-1989,05-06-1993
19029,d005,14-08-1989,01-01-9999
19238,d002,14-08-1989,01-01-9999
11263,d004,15-08-1989,01-01-9999
11443,d007,15-08-1989,01-01-9999
20445,d002,15-08-1989,01-01-9999
13273,d004,16-08-1989,15-06-1990
15867,d005,16-08-1989,01-01-9999
20956,d005,16-08-1989,01-01-9999
11789,d008,18-08-1989,01-01-9999
12163,d005,18-08-1989,02-01-1994
17651,d009,18-08-1989,01-01-9999
12270,d008,19-08-1989,01-01-9999
12735,d002,19-08-1989,01-01-9999
10690,d005,22-08-1989,04-10-1995
11221,d005,22-08-1989,13-03-1995
11370,d005,22-08-1989,01-01-9999
12802,d004,22-08-1989,01-01-9999
18474,d001,22-08-1989,01-01-9999
10893,d001,23-08-1989,01-01-9999
11744,d001,23-08-1989,18-01-2000
18838,d005,23-08-1989,20-11-1995
21604,d004,23-08-1989,01-01-9999
10353,d001,24-08-1989,01-01-9999
17873,d006,24-08-1989,01-01-9999
11210,d003,25-08-1989,01-01-9999
14606,d005,28-08-1989,01-01-9999
21595,d002,28-08-1989,01-01-9999
12757,d004,29-08-1989,24-06-1995
20352,d007,29-08-1989,01-01-9999
21661,d008,29-08-1989,01-01-9999
12315,d003,31-08-1989,01-01-9999
15657,d004,31-08-1989,16-10-1994
16273,d004,31-08-1989,29-09-1999
17673,d005,31-08-1989,01-01-9999
20890,d005,31-08-1989,01-01-9999
20410,d005,01-09-1989,01-01-9999
10411,d007,02-09-1989,01-01-9999
10910,d009,02-09-1989,01-01-9999
12010,d004,02-09-1989,01-01-9999
17471,d006,03-09-1989,06-04-1990
21321,d004,03-09-1989,01-01-9999
11270,d008,04-09-1989,01-01-9999
20508,d004,04-09-1989,01-01-9999
13581,d005,05-09-1989,01-01-9999
17483,d005,05-09-1989,27-02-1999
14503,d004,07-09-1989,01-01-9999
19437,d007,07-09-1989,01-01-9999
21386,d002,07-09-1989,01-01-9999
21760,d002,07-09-1989,01-01-9999
12352,d005,09-09-1989,28-06-2002
12819,d004,09-09-1989,01-01-9999
14945,d005,09-09-1989,20-07-1997
15115,d005,09-09-1989,17-01-1990
20329,d004,09-09-1989,01-01-9999
10489,d005,10-09-1989,06-10-1989
13830,d002,10-09-1989,01-01-9999
10005,d003,12-09-1989,01-01-9999
11197,d007,12-09-1989,01-01-9999
16317,d004,12-09-1989,01-01-9999
18813,d004,12-09-1989,29-07-1997
11495,d007,13-09-1989,01-01-9999
12295,d007,13-09-1989,27-03-1990
15410,d007,13-09-1989,15-04-2002
15447,d003,13-09-1989,01-01-9999
16897,d006,13-09-1989,01-01-9999
17086,d004,15-09-1989,01-01-9999
10296,d007,16-09-1989,01-01-9999
10611,d005,16-09-1989,01-01-9999
17996,d002,16-09-1989,01-01-9999
18142,d005,16-09-1989,01-01-9999
10691,d005,17-09-1989,01-01-9999
11963,d004,17-09-1989,19-11-1997
15658,d001,17-09-1989,01-01-9999
16071,d007,17-09-1989,01-01-9999
16648,d007,17-09-1989,01-01-9999
16868,d002,18-09-1989,22-06-1997
20455,d007,18-09-1989,03-04-1993
10470,d004,19-09-1989,01-01-9999
12160,d007,19-09-1989,01-01-9999
16987,d004,19-09-1989,01-01-9999
18724,d005,19-09-1989,14-08-1999
19850,d002,19-09-1989,20-09-1999
10038,d009,20-09-1989,01-01-9999
14812,d004,20-09-1989,01-01-9999
16925,d005,20-09-1989,01-01-9999
14434,d005,21-09-1989,01-01-9999
16741,d005,23-09-1989,01-01-9999
10495,d004,24-09-1989,01-01-9999
12497,d007,25-09-1989,01-01-9999
11296,d004,26-09-1989,01-01-9999
12112,d002,26-09-1989,01-01-9999
15074,d004,26-09-1989,01-01-9999
19390,d004,26-09-1989,01-01-9999
20989,d008,26-09-1989,14-12-2001
21332,d003,26-09-1989,21-05-2002
11332,d005,27-09-1989,01-01-9999
15778,d003,27-09-1989,01-01-9999
18802,d004,27-09-1989,01-01-9999
21317,d007,27-09-1989,18-09-1991
13958,d004,28-09-1989,01-01-9999
15293,d004,28-09-1989,09-08-2000
18384,d001,29-09-1989,20-01-1999
19999,d005,29-09-1989,01-01-9999
18319,d007,01-10-1989,01-01-9999
20019,d007,01-10-1989,01-01-9999
21233,d005,01-10-1989,01-01-9999
19507,d001,02-10-1989,01-01-9999
10481,d004,03-10-1989,01-01-9999
14892,d005,04-10-1989,30-01-1991
18509,d004,04-10-1989,01-01-9999
19840,d007,04-10-1989,01-01-9999
13879,d004,05-10-1989,01-01-9999
20479,d002,05-10-1989,01-01-9999
18397,d009,06-10-1989,01-01-9999
18464,d005,06-10-1989,25-06-1997
18521,d004,06-10-1989,18-11-1991
10701,d009,07-10-1989,01-01-9999
16656,d003,07-10-1989,16-07-1995
20361,d009,07-10-1989,15-06-1999
20686,d004,07-10-1989,31-03-2002
15874,d004,10-10-1989,01-01-9999
16811,d009,11-10-1989,01-01-9999
17862,d008,11-10-1989,01-01-9999
21672,d005,11-10-1989,15-04-1995
11564,d008,12-10-1989,22-04-1998
18625,d005,12-10-1989,01-01-9999
11635,d005,13-10-1989,01-01-9999
13421,d005,13-10-1989,04-08-1993
11951,d005,14-10-1989,01-01-9999
12934,d005,15-10-1989,01-01-9999
19166,d005,15-10-1989,01-01-9999
20366,d004,15-10-1989,13-05-1995
14239,d001,16-10-1989,01-01-9999
15009,d008,17-10-1989,29-03-1990
18017,d004,18-10-1989,29-09-1994
13070,d005,20-10-1989,01-01-9999
17833,d003,20-10-1989,12-02-1997
12636,d009,22-10-1989,01-01-9999
12130,d001,23-10-1989,01-01-9999
13690,d007,23-10-1989,01-01-9999
13745,d006,23-10-1989,07-04-1997
20685,d005,23-10-1989,30-01-2000
19695,d008,24-10-1989,01-01-9999
21006,d005,24-10-1989,01-01-9999
12776,d004,25-10-1989,01-01-9999
17682,d004,25-10-1989,01-01-9999
19691,d005,25-10-1989,01-01-9999
13748,d008,26-10-1989,01-01-9999
14396,d007,26-10-1989,01-01-9999
14423,d004,26-10-1989,01-01-9999
18972,d002,26-10-1989,01-01-9999
16764,d004,27-10-1989,03-10-1998
17070,d004,27-10-1989,01-01-9999
18831,d004,27-10-1989,13-08-1991
19872,d008,27-10-1989,26-12-1995
20970,d004,27-10-1989,30-01-1998
15595,d004,28-10-1989,01-01-9999
16616,d004,28-10-1989,01-01-9999
12644,d004,29-10-1989,01-01-9999
16853,d007,29-10-1989,01-01-9999
21662,d005,29-10-1989,20-08-1994
16823,d004,30-10-1989,08-05-1990
20315,d001,31-10-1989,23-02-1992
21139,d004,31-10-1989,25-07-1993
21231,d006,31-10-1989,01-01-9999
16959,d004,01-11-1989,12-04-1995
17948,d005,01-11-1989,01-01-9999
21128,d002,01-11-1989,01-01-9999
14037,d002,02-11-1989,10-05-1995
16249,d006,02-11-1989,01-01-9999
18666,d005,02-11-1989,01-01-9999
16721,d005,03-11-1989,01-01-9999
18028,d004,03-11-1989,01-01-9999
18593,d001,03-11-1989,01-01-9999
19994,d007,03-11-1989,12-12-1997
16042,d001,04-11-1989,19-06-1991
17720,d003,04-11-1989,01-01-9999
19097,d005,05-11-1989,01-01-9999
20414,d002,05-11-1989,01-01-9999
16135,d005,06-11-1989,01-01-9999
18042,d004,06-11-1989,01-01-9999
20535,d006,06-11-1989,01-01-9999
13441,d009,07-11-1989,01-01-9999
11689,d002,08-11-1989,01-01-9999
12355,d004,08-11-1989,01-01-9999
20379,d005,08-11-1989,01-01-9999
12248,d009,09-11-1989,20-10-1990
12529,d009,09-11-1989,01-01-9999
16294,d002,09-11-1989,01-01-9999
19326,d005,09-11-1989,01-01-9999
14610,d007,10-11-1989,01-01-9999
15286,d005,10-11-1989,17-08-1997
10982,d008,11-11-1989,01-01-9999
12793,d004,11-11-1989,01-01-9999
19913,d005,11-11-1989,01-01-9999
10041,d007,12-11-1989,01-01-9999
12053,d004,12-11-1989,01-01-9999
16125,d005,12-11-1989,01-01-9999
13811,d004,14-11-1989,01-01-9999
18922,d002,14-11-1989,20-11-1991
14633,d002,15-11-1989,11-07-1994
14708,d005,15-11-1989,20-05-1991
18426,d007,16-11-1989,07-12-1989
12948,d005,17-11-1989,01-01-9999
13967,d004,17-11-1989,18-02-1990
15775,d001,17-11-1989,01-01-9999
19364,d006,17-11-1989,01-01-9999
20471,d007,18-11-1989,15-12-1993
13973,d001,19-11-1989,10-06-1993
15654,d005,19-11-1989,01-01-9999
16705,d007,19-11-1989,01-01-9999
12844,d001,20-11-1989,30-08-2001
14456,d004,20-11-1989,01-01-9999
14546,d004,20-11-1989,01-01-9999
16026,d005,20-11-1989,01-01-9999
17750,d004,20-11-1989,01-01-9999
14339,d004,21-11-1989,01-01-9999
20135,d004,21-11-1989,30-11-1992
14341,d005,22-11-1989,05-12-2000
15105,d007,22-11-1989,31-03-1991
16847,d003,23-11-1989,01-01-9999
19186,d004,23-11-1989,01-01-9999
21280,d001,23-11-1989,01-01-9999
10578,d005,24-11-1989,01-01-9999
10595,d004,24-11-1989,01-01-9999
11299,d004,24-11-1989,01-01-9999
18891,d008,24-11-1989,01-01-9999
13725,d005,25-11-1989,01-01-9999
17497,d004,25-11-1989,01-01-9999
17701,d009,25-11-1989,01-01-9999
18287,d006,25-11-1989,01-01-9999
19623,d004,25-11-1989,23-03-1990
